31,342
43,340
54,337
65,334
75,332
85,331
95,326
106,325
118,322
130,319
141,314
152,310
22,333
34,329
45,325
58,323
71,320
85,317
100,314
111,311
124,308
134,306
146,301
6,317
18,314
31,311
44,309
58,308
72,305
86,302
97,299
107,297
117,296
128,294
139,292
7,295
18,291
31,289
42,288
52,287
65,286
76,285
90,285
105,282
8,280
25,278
39,277
54,277
67,276
80,275
92,274
